name,type,temp_c,humidity_pct,seasons,spoilage_status,CO2_ppm,Ethylene_ppm,NH3_ppm,H2S_ppm,VOC_ppm,O2_%,Transit_Duration_hrs,source,min_optimal_temp,max_optimal_temp,min_optimal_humidity,max_optimal_humidity,shelf_life
Fresh Salmon,General_IoT,5.5,80.4,Spring,WARN,688.4,1.425,12.575,0.4736,235.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,4.6,77.4,Spring,OK,1391.1,2.172,1.652,0.185,111.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,10.6,75.3,Spring,ALERT,2244.1,5.537,4.422,5.5678,100.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,11.4,93.3,Spring,WARN,2924.5,2.854,16.263,0.5478,148.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.7,71.9,Winter,OK,418.1,3.009,1.293,2.0683,489.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.8,82.6,Winter,WARN,2758.5,3.455,10.305,3.2582,366.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.5,88.6,Winter,OK,543.9,4.274,8.83,3.2559,20.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.5,92.6,Winter,OK,1337.8,0.364,8.263,2.1252,352.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.4,79.2,Winter,OK,1604.8,2.19,0.24,4.3117,472.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.4,70.4,Winter,WARN,2882.1,3.192,3.928,2.0599,296.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,3.0,80.0,Winter,WARN,2914.8,5.125,1.751,4.0688,510.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,4.2,88.5,Winter,OK,2212.5,0.984,4.975,1.7155,69.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.8,79.6,Winter,WARN,636.9,4.604,15.098,0.299,235.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.6,84.1,Winter,WARN,1278.4,0.414,6.4,4.1648,30.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.3,86.2,Winter,WARN,2056.5,1.356,14.233,4.1391,404.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.6,75.8,Winter,WARN,1454.0,5.465,7.871,0.7232,116.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.2,89.8,Winter,WARN,1288.3,4.949,9.078,4.3445,43.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.6,86.6,Winter,WARN,405.3,0.685,11.789,5.8935,71.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,9.1,72.2,Winter,WARN,2371.4,4.563,7.503,1.0555,407.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.2,90.7,Winter,WARN,2390.0,1.061,15.909,3.0419,383.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.6,68.6,Winter,WARN,782.3,1.946,4.021,0.5954,55.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.3,82.6,Winter,WARN,1997.7,2.395,11.053,0.1226,292.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.5,66.9,Winter,WARN,1199.3,3.948,12.734,0.8604,67.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.2,87.5,Winter,WARN,2591.2,0.285,0.356,1.584,283.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.0,66.1,Winter,WARN,2481.4,4.241,13.506,3.7662,481.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.3,79.8,Winter,WARN,1191.6,2.462,7.484,4.5152,336.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.3,77.8,Winter,WARN,1427.4,0.557,11.644,4.043,95.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.6,90.8,Winter,WARN,2496.8,2.043,3.334,0.8949,89.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,4.4,84.9,Winter,WARN,2750.5,5.909,6.008,2.5688,248.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,4.4,87.6,Winter,WARN,2532.0,0.253,13.495,2.6372,190.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.3,68.8,Winter,WARN,2241.0,4.791,3.522,4.0693,543.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.2,92.7,Winter,ALERT,1461.3,1.231,16.38,3.4874,135.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,9.0,79.0,Winter,ALERT,2727.5,5.209,14.826,3.6004,106.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.7,89.7,Winter,ALERT,2306.7,0.35,12.716,3.9329,328.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,2.6,72.0,Winter,WARN,2380.3,4.113,12.29,3.9768,455.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.8,75.8,Winter,WARN,1665.9,5.993,9.854,1.9934,130.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.5,81.2,Winter,ALERT,2723.5,2.555,11.876,2.7936,401.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,4.0,85.9,Winter,WARN,2458.0,4.417,8.437,3.2892,26.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,9.8,80.7,Winter,ALERT,1342.9,4.866,3.757,1.0251,563.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.5,83.2,Winter,ALERT,2775.6,3.475,12.456,1.6806,127.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,8.3,75.4,Winter,WARN,1343.3,4.661,1.501,0.2352,196.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.2,85.1,Winter,ALERT,495.7,1.525,12.02,2.3456,244.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.6,83.5,Winter,WARN,2715.5,3.646,0.018,1.489,93.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.7,72.3,Winter,ALERT,2160.2,3.956,5.545,7.9257,139.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.6,88.6,Winter,ALERT,1143.6,5.453,6.884,5.3539,123.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,5.0,67.7,Winter,ALERT,2121.7,6.615,13.99,7.7081,226.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,7.7,86.6,Winter,ALERT,2549.8,5.184,3.264,2.3833,299.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,6.1,88.9,Winter,ALERT,1908.7,0.084,0.641,4.5873,257.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,9.3,88.1,Winter,ALERT,2705.1,1.431,12.182,3.9961,216.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Cheese,General_IoT,11.1,88.6,Winter,ALERT,2002.5,1.432,0.45,0.8241,249.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,7.8,72.6,Summer,OK,1683.8,4.802,3.201,1.169,225.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,6.3,93.3,Summer,OK,478.0,2.189,4.976,4.592,53.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,5.9,81.2,Summer,OK,1014.6,1.26,6.765,1.3624,31.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,2.3,74.7,Summer,OK,789.5,4.39,0.685,3.3278,419.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,4.0,72.0,Summer,OK,1053.0,1.723,6.248,5.3027,103.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,3.8,65.2,Summer,OK,1819.3,4.514,3.227,2.2323,154.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,4.9,78.8,Summer,OK,2310.1,3.486,9.092,4.8297,223.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,8.2,82.2,Summer,OK,2169.5,5.189,10.901,3.0208,215.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,4.3,83.1,Summer,OK,958.6,4.565,5.89,2.3461,371.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,5.1,88.0,Summer,OK,467.4,4.243,9.261,2.718,409.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,4.5,79.0,Summer,OK,2904.1,2.068,1.482,0.3178,391.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,5.8,77.0,Summer,OK,2439.5,4.825,5.979,1.949,303.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,8.0,79.5,Summer,OK,1794.3,3.422,10.401,0.8797,447.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,9.5,65.5,Summer,WARN,2787.9,3.365,11.372,0.499,504.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,6.8,66.3,Summer,WARN,2666.0,4.61,14.098,0.2531,37.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,9.0,80.7,Summer,OK,1306.8,2.565,2.534,3.3103,211.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,8.8,84.5,Summer,WARN,2783.8,3.437,16.512,5.2134,502.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,4.4,66.4,Summer,WARN,2072.4,5.216,8.998,4.1902,78.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,4.4,91.2,Summer,OK,1720.7,4.255,8.321,0.8736,235.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,8.1,81.6,Summer,WARN,2187.6,5.879,11.779,5.2516,454.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,5.5,67.7,Summer,OK,766.6,1.311,0.832,2.7865,285.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,10.4,72.6,Summer,WARN,2342.6,5.041,13.724,5.7845,381.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,6.5,82.0,Summer,WARN,1316.2,0.08,14.108,4.5975,463.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,8.2,75.2,Summer,WARN,1523.7,4.177,9.589,4.3107,498.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,8.3,69.3,Summer,WARN,2008.5,3.85,0.28,3.1438,472.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,9.1,73.6,Summer,WARN,1456.2,0.54,6.795,4.1559,195.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,10.0,79.1,Summer,WARN,1163.1,5.609,12.535,2.2668,501.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,6.7,68.6,Summer,WARN,1414.6,4.534,2.413,2.825,14.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,7.5,92.5,Summer,WARN,2994.6,3.097,12.017,0.3328,226.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,8.6,69.7,Summer,WARN,2731.8,3.187,14.629,0.9567,57.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,8.5,89.9,Summer,WARN,401.8,5.442,5.779,6.1989,179.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,8.1,88.2,Summer,WARN,421.5,4.762,6.48,1.6847,119.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,6.6,93.8,Summer,WARN,2021.6,0.995,5.244,1.1296,412.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,11.2,92.5,Summer,WARN,2711.7,0.728,4.117,6.1568,513.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,9.8,90.7,Summer,WARN,2170.4,5.87,11.687,3.7188,435.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,9.2,77.8,Summer,WARN,1780.3,1.462,4.197,4.8073,325.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,6.5,74.3,Summer,WARN,2930.9,3.155,6.395,6.0862,434.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,11.8,88.3,Summer,ALERT,2664.5,2.842,16.123,6.0459,178.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,5.2,84.2,Summer,WARN,926.8,6.204,2.195,7.7988,394.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,6.1,71.9,Summer,WARN,2314.2,6.639,3.51,1.2771,568.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,9.5,94.1,Summer,ALERT,1178.0,5.796,13.429,3.6633,422.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Fresh Salmon,General_IoT,9.2,71.5,Summer,WARN,2769.4,4.233,10.553,0.8423,453.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.6,89.6,Summer,OK,439.6,1.394,5.815,1.4308,79.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.6,67.1,Summer,OK,2468.8,0.492,12.753,0.6124,427.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.7,65.9,Summer,OK,465.4,1.059,0.695,3.2672,121.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.4,89.4,Summer,OK,2264.0,3.744,9.529,2.7012,55.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.8,72.7,Summer,OK,1586.5,1.15,15.056,0.6786,459.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.6,74.6,Summer,OK,1847.5,2.288,14.312,1.5419,113.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.6,79.1,Summer,OK,2632.1,2.438,3.991,1.2121,203.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.4,69.2,Summer,OK,2622.5,0.828,8.574,4.7427,100.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.7,88.7,Summer,OK,2382.6,1.419,2.112,4.4581,312.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.7,90.2,Summer,OK,1881.8,0.208,10.464,2.269,344.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,2.8,84.6,Summer,WARN,1088.0,2.871,15.976,4.2166,304.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.9,75.5,Summer,WARN,800.5,0.66,4.182,5.0629,392.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.7,88.7,Summer,WARN,1056.3,0.54,15.385,4.1082,383.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.9,82.2,Summer,OK,1070.8,1.389,1.187,3.4199,111.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.4,70.3,Summer,OK,1439.3,2.812,7.014,2.9873,304.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.8,72.7,Summer,WARN,1948.6,1.262,9.591,4.9818,297.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.7,89.3,Summer,OK,2608.8,5.023,1.909,0.2082,49.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.4,70.5,Summer,OK,916.9,2.901,16.132,0.9815,48.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.4,92.2,Summer,WARN,1050.2,3.577,7.733,2.0084,340.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.3,76.4,Summer,WARN,1994.1,2.73,9.615,1.4887,247.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.7,78.0,Summer,WARN,981.7,2.189,2.949,5.2697,310.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.9,84.9,Summer,OK,2357.6,5.491,6.189,2.9299,113.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.0,79.0,Summer,WARN,1697.8,1.124,10.756,5.656,230.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.5,85.6,Summer,WARN,1492.3,5.661,1.081,3.5405,369.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.4,92.6,Summer,WARN,1937.0,5.884,14.429,6.3374,544.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.6,79.7,Summer,WARN,2583.1,5.488,11.447,5.2953,198.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.3,89.6,Summer,WARN,2045.8,4.693,17.115,2.47,466.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.3,86.5,Summer,WARN,737.2,2.303,0.414,3.1342,102.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.6,75.0,Summer,WARN,470.2,5.216,7.848,2.0247,483.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.9,81.0,Summer,WARN,2804.8,1.202,10.33,4.3959,145.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.6,79.2,Summer,OK,1592.4,5.221,0.997,2.0338,203.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.7,68.1,Summer,WARN,2485.6,2.655,15.831,3.8223,488.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.4,84.4,Summer,WARN,1092.8,5.207,17.899,6.8101,488.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.8,89.7,Summer,WARN,1883.0,0.745,8.637,4.4954,443.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.1,89.1,Summer,WARN,686.5,2.204,16.079,3.0242,555.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.7,70.9,Summer,WARN,1013.8,2.867,15.355,2.0349,129.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.5,90.7,Summer,WARN,459.6,2.345,15.039,5.9683,370.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.0,80.8,Summer,WARN,1268.7,0.421,14.066,0.6713,485.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.9,68.8,Summer,WARN,1679.2,4.132,4.767,4.7295,556.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.9,93.1,Summer,WARN,1559.3,4.788,6.288,6.2592,16.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.3,66.2,Summer,WARN,493.1,1.443,8.646,4.4103,377.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.2,72.6,Summer,WARN,2587.7,1.499,6.674,7.6235,197.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.6,83.4,Summer,WARN,891.8,3.938,16.644,6.8482,150.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.5,74.8,Summer,ALERT,2022.9,6.732,15.91,8.3086,520.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.0,83.8,Summer,WARN,1366.5,5.138,0.099,2.9162,254.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,10.6,92.0,Summer,WARN,1978.3,4.485,11.603,3.2469,136.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.4,78.2,Summer,WARN,2070.9,2.585,2.3,6.9882,499.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.0,94.2,Summer,WARN,1984.1,4.081,4.214,7.9976,12.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,10.7,76.5,Summer,ALERT,1744.7,0.42,15.993,4.6706,82.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.5,80.9,Summer,WARN,2242.9,3.825,4.307,3.9202,493.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,10.3,74.8,Summer,WARN,1768.3,6.437,2.1,4.8221,296.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.5,75.7,Summer,WARN,2887.4,1.393,10.089,3.261,391.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.1,93.1,Summer,ALERT,722.2,5.526,8.549,7.608,205.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.8,65.4,Summer,WARN,2242.4,4.218,5.942,5.3605,78.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.5,66.2,Summer,WARN,2785.4,7.183,0.546,3.8489,566.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,10.1,75.0,Summer,ALERT,1728.0,3.915,17.52,6.634,407.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.2,79.8,Summer,ALERT,1367.5,2.892,18.002,8.3366,80.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,12.1,72.4,Summer,ALERT,1950.0,0.143,12.683,0.5889,181.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.8,73.0,Summer,ALERT,2271.0,3.453,18.566,1.278,420.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.6,71.6,Summer,ALERT,2744.3,6.137,19.347,4.1541,169.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.1,70.9,Summer,WARN,563.2,2.949,5.944,1.1091,392.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.3,73.5,Summer,ALERT,1347.8,6.325,11.669,3.4613,389.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,12.9,71.4,Summer,ALERT,1369.8,5.333,20.566,6.9656,538.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.5,65.2,Summer,ALERT,2970.1,0.752,15.769,5.0073,476.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
